index,placename,longitude,latitude,emself,emselfs,emsels,emselves,emsens,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens,theyselves,theysens
337,Derby,-1.4746186000000001,52.92253,0.01,0.01,0.01,0.01,0.8059690359132782,0.01,0.3916734276254263,0.01,0.01,0.01,0.059743036281704784,0.2963539755314189,0.3439857652913534,0.13450533848295945,0.01,0.01,0.01,0.2091006204441044,0.01,0.01,0.01,0.3555298950144794,0.24599617229950824,0.13364686471566536,0.01,0.01
338,Sheffield,-1.470085,53.381130000000006,0.01,0.01,0.01,0.01,0.01,0.01,0.139555211964358,0.081952411487354,0.01,0.01,0.09579034251508542,0.21118481531903718,0.2859822410908442,0.6709489731199666,0.01,0.01,0.9640221562997214,0.16763309918587121,0.01,0.01,0.01697263140332862,0.3540350472539415,0.01,1.0,0.01,1.0
339,Nuneaton,-1.465382,52.52049,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.052053531882984214,0.20385028528782406,0.01,0.07031592411364726,0.01,0.01,0.5051509856896881,0.09109368067810193,0.01,0.01,0.01,0.34150066249214506,0.01,0.11644522552778516,0.01,0.01
340,Northallerton,-1.429959,54.337959999999995,0.01,0.01,0.01,0.01,0.01,0.11314359136783896,0.01,0.14973562723500186,0.01,0.01,0.01333478091749829,0.13664551945560688,0.20474238216426646,0.04503284316256008,0.01,0.01,0.2156778868252346,0.14584915997195252,0.01,0.01,0.017720441799660803,0.18585966149776112,0.01,0.01,0.01,0.01
341,South Shields,-1.427406,54.99941999999999,0.01,0.01,0.01,0.01,0.01,0.52348131471731,0.6471633075804042,0.34837021169722254,0.01,0.01,0.41130674450877713,0.10308771947052599,0.01,0.01,0.01,0.5341341213397008,0.18627029955962754,0.08637441789417916,0.01,0.01,0.11150251996722035,0.20380392128321015,0.01,0.01,0.01,0.01
342,Chesterfield,-1.421629,53.23505,0.01,0.01,0.01,0.01,0.6834612147887063,0.01,0.09489680576085403,0.05572720620807228,0.01,0.01,0.06513692609159843,0.13037782279057863,0.48616611459426257,0.43342966645594555,0.01,0.01,0.01,0.2026482177929912,0.01,0.01,0.011541299553495733,0.24678698761892362,0.01,0.45332980832262254,0.01,0.6799947090839603
343,Southampton,-1.4043508999999998,50.9097,0.01,0.01,0.01,0.01,0.01,0.01,0.2321897959459156,0.13635115043488494,0.01,0.01,0.01,0.055478851406232835,0.01,0.01,0.01,0.01,0.22913218166557556,0.4338528103118485,0.01,0.01,0.01,0.5420844242997441,0.01,0.01,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.01,0.01,0.01,0.01,0.01,0.012309151524824518,0.025362354980470778,0.2620598407810497,0.12191426169628064,0.4204170389691365,0.025790606495230795,0.2519957695373675,0.7074771823201196,0.3901962392475378,0.01,0.01004771363405946,0.4204170389691364,0.13830213023564164,0.057102462460928025,0.10045063964519968,0.01,0.08138060730211813,0.42041703896913646,0.029671363860727717,0.01,0.01
345,Sunderland,-1.383801,54.90687,0.01,0.01,0.01,0.01,0.01,0.5785361967879451,0.7152259080545432,0.1750038812396496,0.01,0.01,0.45456415155876134,0.07120595396006044,0.01,0.01,0.01,0.5903093662500941,0.2058604722882475,0.0954584735374102,0.01,0.01,0.12322931501183239,0.24710020856641327,0.01,0.01,0.01,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.01,0.01,0.01,0.01,0.01,0.09795574744591247,0.05752353931638897,0.01,0.01,0.06723657588339736,0.14823356392512674,0.2007349190904126,0.47094843134070336,0.01,0.01,0.67666058146848,0.20918046169561463,0.01,0.01,0.011913326430700673,0.22645536786348824,0.01,0.701913931175355,0.01,0.701913931175355
347,Castleford,-1.345968,53.72346999999999,0.01,0.01,0.01,0.01,0.01,0.01679384921627987,0.03460283712104707,0.30818932758188566,0.16633231982824337,0.5735911485177034,0.03518711714644271,0.37894617387108875,0.6331211049372049,0.7141701083745392,0.01,0.013708482457011562,0.6772522000840976,0.16625913536919323,0.07790708746359169,0.13704867410870528,0.01,0.09817309360550193,0.49442159530318625,0.21252936943598827,0.01,0.01
348,Thirsk,-1.341377,54.23385,0.01,0.01,0.01,0.01,0.01,0.050182893617247454,0.02349981328872098,0.07245018123479936,0.11296121315630615,0.38954276630774654,0.03608388993998698,0.16746699891618064,0.5001426868179941,0.16947248372907062,0.01,0.01,0.19711802397323502,0.1395711725042963,0.052909014450404114,0.09307382055855795,0.01,0.13326668623208446,0.022139098102410278,0.01,0.01,0.01
349,Banbury,-1.339775,52.0629,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16526371315749963,0.01,0.01,0.01,0.01,0.4095315710859849,0.01,0.01,0.01,0.01,0.29424476729267435,0.01,0.01,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.01,0.01,0.01,0.01,0.01,0.5531735319079565,0.01,0.2091647716975499,0.01,0.01,0.17385453868092612,0.15440553447838068,0.28600336748842003,0.01,0.01,0.08063293964094514,0.3012791063225658,0.20373578961227842,0.01,0.01,0.0247535755641417,0.24439773892578617,0.01,0.01,0.01,0.01
351,Newbury,-1.3231138999999998,51.40141,0.01,0.01,0.01,0.01,0.01,0.01,0.23005886689526836,0.01,0.01,0.01,0.01,0.24736359914073142,0.01,0.01,0.01,0.01,0.01,0.15352538945596467,0.01,0.01,0.027979638265879174,0.35403240701876143,0.01,0.01,0.01,0.01
352,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.01,0.01,0.01,0.15780390014230988,0.09266877228544354,0.01,0.01,0.01,0.06284211720413081,0.01,0.01,0.01,0.01,0.1557258438840544,0.2948607852295922,0.01,0.8333349798972077,0.01,0.34348345876308595,0.01,0.01,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.01,0.01,0.01,0.15780390014230988,0.09266877228544354,0.01,0.01,0.01,0.06284211720413081,0.01,0.01,0.01,0.01,0.1557258438840544,0.2948607852295922,0.01,0.8333349798972077,0.01,0.34348345876308595,0.01,0.01,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19229781740690474,0.01,0.01,0.01,0.01,0.01,0.05054781037286608,0.01,0.01,0.01,0.3145640188728191,0.01,0.01,0.01,0.01
355,Shetland Islands,-1.2659409,60.52965,0.01,0.01,0.10581146084558972,0.01,0.01,0.06528231607385951,0.01,0.02633003337282127,0.01,0.01,0.16071884746388845,0.061601021747873096,0.01,0.01,0.01,0.01,0.022123236983393073,0.011968423909579924,0.01,0.01,0.18812996720326067,0.05477428503084595,0.01,0.01,0.01,0.01
356,Rugby,-1.265032,52.37088,0.01,0.01,0.01,0.2435318048151528,0.01,0.01,0.01,0.01,0.01,0.01,0.04885545828425272,0.07653043848586707,0.01,0.06599584260632937,0.01,0.01,0.4741154349351488,0.01,0.01,0.01,0.01,0.34042221075861057,0.01,0.1092910442842166,0.01,0.01
357,Oxford,-1.2577263,51.75202,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2999012494245265,0.01,0.01,0.01,0.01,0.01,0.07883267574701165,0.01,0.01,0.01,0.5167172696048916,0.01,0.01,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.01,0.01,0.01,0.01,0.5422786269242375,0.01,0.24962026010217278,0.01,0.01,0.17043042568444208,0.18426979536229365,0.3413205503161361,0.01,0.01,0.09622851497708156,0.3595508377115016,0.24314123445546834,0.01,0.01,0.02954127466414182,0.3122139084544447,0.01,0.01,0.01,0.01
359,Hartlepool,-1.212926,54.69174,0.01,0.01,0.01,0.01,0.01,0.5294298413269707,0.01,0.20018685910202186,0.01,0.01,0.16639223592341312,0.11286983735982684,0.27372733642210545,0.01,0.01,0.07717195776267902,0.2883473996041228,0.19499090347837048,0.01,0.01,0.023691085757478594,0.2388276300608562,0.01,0.01,0.01,0.01
360,Loughborough,-1.206166,52.7721,0.01,0.01,0.01,0.5390249775401639,0.01,0.01,0.35446481257829027,0.01,0.01,0.01,0.01,0.1835056864973972,0.3113074342643609,0.12172745515362768,0.01,0.01,0.01,0.09461812983924325,0.01,0.01,0.01,0.3509201033772105,0.22262676239684073,0.12095053560390961,0.01,0.01
361,Mansfield,-1.198674,53.1472,0.01,0.01,0.01,0.4684143965708526,0.6338532515924856,0.01,0.0880088695535614,0.1421264106754695,0.01,0.01,0.06040906419929496,0.17611467399822767,0.270527137043655,0.40196985209275016,0.01,0.01,0.01,0.22905103726120266,0.01,0.01,0.010703592378461118,0.20723427168754885,0.1934633549720217,0.2102127834918601,0.01,0.6306383567819638
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.01,0.01,0.7389950203679063,1.0,0.01,0.48596585001755593,0.14268929966602611,0.01,0.01,0.07412572148507836,0.39672782295420683,0.42679774279612154,0.16688648383438906,0.01,0.01,0.01,0.32430002718866036,0.01,0.01,0.01,0.40053825494457956,0.305217894656163,0.3316426680209084,0.01,0.01
363,Bicester,-1.1535898999999998,51.8996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16935449554771345,0.01,0.01,0.01,0.01,0.01,0.06306558207384812,0.01,0.01,0.01,0.25005211766603436,0.01,0.01,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.01,0.01,0.6560164710149512,0.01,0.01,0.4313988500268699,0.01,0.01,0.01,0.01,0.05153868016453355,0.01,0.0888885151981581,0.01,0.01,0.42571789331103865,0.01,0.01,0.01,0.01,0.48493238148633927,0.01,0.14720197920389094,0.01,0.01
365,Doncaster,-1.128462,53.522819999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.10146183353153786,0.05958245353073334,0.01,0.01,0.015476255406532084,0.16768099291155464,0.2079197339182576,1.0,0.01,0.01,0.7008799898364044,0.21666756403782939,0.01,0.01,0.041132447520707806,0.17732081437986102,0.01,0.7270372213504352,0.01,0.7270372213504352
366,Worksop,-1.122745,53.3093,0.01,0.01,0.01,0.01,0.5275789573819172,0.01,0.0732529611905828,0.11829694550309901,0.01,0.01,0.050280646232562703,0.10574655622640733,0.01,0.4050106643196944,0.01,0.01,0.12650455269198957,0.19064745210647516,0.01,0.01,0.01,0.15655661020444722,0.01,0.5249030843025154,0.01,0.5249030843025153
367,Basingstoke,-1.0923964,51.26654,0.01,0.01,0.01,0.01,0.01,0.01,0.3827405172838486,0.09632595979798078,0.01,0.01,0.01,0.2351598723283287,0.01,0.01,0.01,0.01,0.161871578823235,0.18973654520428243,0.01,0.01,0.026599256606958638,0.3070501905133346,0.01,0.01,0.01,0.01
368,Portsmouth,-1.0879769,50.81977,0.01,0.01,0.01,0.01,0.01,0.01,0.5000639918761619,0.12585326358706722,0.01,0.01,0.01,0.18776062618936015,0.01,0.01,0.01,0.01,0.21149091416312626,0.17162133402307234,0.01,0.01,0.01,0.46289244469553326,0.01,0.01,0.01,0.01
369,York,-1.0872979,53.95997,0.01,0.01,0.01,0.01,0.01,0.023349903047256034,0.04811123891437566,0.18835233720474095,0.23126583379405882,0.7975120851787344,0.04892361264536112,0.4780245636873896,1.0,0.852534042983848,0.01,0.019060057773171792,0.4035603274455677,0.30393795463041406,0.1083207855174449,0.19055031470040368,0.01,0.20641942696521443,0.6874359871951029,0.29549748286498395,0.01,0.01
370,Selby,-1.067189,53.783519999999996,0.01,0.01,0.01,0.01,0.01,0.013663297604362372,0.02815250127896973,0.016532276628992044,0.13532621126752648,0.46666767484300803,0.028627865310672844,0.26065920573105983,0.5151006160025539,0.5481703413089626,0.01,0.01115307593286946,0.4722901784005623,0.17785061972086227,0.06338438006649795,0.1115013476967082,0.02282595213207531,0.09952211865495941,0.026522380411528126,0.17291164085577262,0.01,0.01
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.01,0.09940755565875606,0.01,0.025381200657232993,0.01,0.0383883346490371,0.01,0.01,0.02127186262021715,0.12339427493551873,0.3138502889161321,0.026938926527953,0.01,0.01,0.12901985170946637,0.08724787352344314,0.01,0.01,0.01,0.08002339410997372,0.01,0.01,0.01,0.01
372,Towcester,-0.9896879999999999,52.13511,0.01,0.01,0.01,0.18623899712321704,0.01,0.01,0.01,0.14384028111049704,0.01,0.01,0.01,0.1463151004993375,0.01,0.01,0.01,0.01,0.2417173184887652,0.06538318562788464,0.01,0.01,0.01,0.24354283847643463,0.01,0.01,0.01,0.01
373,Reading,-0.9781303,51.45426,0.01,0.01,0.01,0.01,0.01,0.01,0.29252064776789444,0.01,0.01,0.01,0.01,0.3145236808044679,0.01,0.01,0.01,0.01,0.01,0.19520806896064627,0.01,0.01,0.03557620716949935,0.4316374365299954,0.01,0.01,0.01,0.01
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.01,0.01,0.4354475839663353,0.01,0.060460760465334495,0.09763869159139302,0.01,0.01,0.04150011219341685,0.08727998298123095,0.1858480459428565,0.3342834523457743,0.01,0.01,0.10441300029066874,0.15735459355898046,0.01,0.01,0.01,0.11604614960471826,0.01,0.43323899992195203,0.01,0.43323899992195203
375,Petersfield,-0.93899,51.00759,0.01,0.01,0.01,0.01,0.01,0.01,0.2774606486151369,0.06982971922090929,0.01,0.01,0.01,0.13259150107491346,0.01,0.01,0.01,0.01,0.11734579408477214,0.09522414616493541,0.01,0.01,0.01,0.23040972972112142,0.01,0.01,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.01,0.01,0.01,0.29840156492560627,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14066008454826276,0.01,0.01,0.01,0.01,0.3872917445906766,0.01,0.01,0.01,0.01,0.45554774047886054,0.01,0.01,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.01,0.3933112460893323,0.01,0.01,0.2586429177804679,0.07594273743301425,0.01,0.01,0.01,0.09784919278862317,0.22715212412524016,0.08882107175526432,0.01,0.01,0.1276184688180443,0.10356024569151594,0.01,0.01,0.01,0.22402074121300444,0.01,0.01,0.01,0.01
378,Aylesbury,-0.8084,51.81561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1998268071865973,0.01,0.01,0.01,0.2845708524136829,0.01,0.01,0.01,0.01,0.16790012182769196,0.27249626180233616,0.01,0.01,0.08276966057692851,0.32425715658266835,0.01,0.01,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.01,0.5055913763673349,0.6841608732966765,0.01,0.09499392928991456,0.15340665464709843,0.01,0.01,0.06520359457916107,0.17685221681254243,0.29199814707347316,0.25118978644929163,0.01,0.01,0.01,0.2472302924814763,0.01,0.01,0.011553111665964564,0.23264168469226887,0.01,0.22689689154244827,0.01,0.01
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.01,0.1603449635435596,0.01,0.040940023795035564,0.03834306650198153,0.08443719112034552,0.01,0.01,0.04016021219916261,0.30439403753740996,0.4164432389596513,0.1382584119660765,0.01,0.01,0.018919069885086407,0.18849468395890281,0.01,0.01,0.01,0.12862945051129585,0.03612287895249113,0.013083426804421344,0.01,0.01
381,Chichester,-0.774936,50.83761,0.01,0.01,0.01,0.01,0.01,0.01,0.33440775547972784,0.08416184062996289,0.01,0.01,0.01,0.09131720254322588,0.01,0.01,0.01,0.01,0.14143031485795146,0.11476832684111031,0.01,0.01,0.01,0.3076645709870389,0.01,0.01,0.01,0.01
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.059267120698893255,0.09571107069926746,0.01,0.01,0.01,0.15164217126861632,0.1214526047568891,0.4131666540912479,0.01,0.01,0.10235163837062075,0.19116210189991567,0.01,0.01,0.024026785708469667,0.0898916389002687,0.01,0.5662477688124573,0.01,0.4246858276710576
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.01,0.01,0.2917881221011468,0.01,0.01,0.01,0.22536034963700305,0.01,0.01,0.01,0.36678039837627147,0.01,0.01,0.01,0.01,0.18935412466382,0.3073153882562242,0.01,0.01,0.01,0.37165790702505086,0.01,0.01,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.01,0.01,0.01,0.01,0.01,0.01,0.2539261118185108,0.01,0.01,0.01,0.01,0.2275217597177051,0.01,0.01,0.01,0.01,0.01,0.16945274505585012,0.01,0.01,0.030882360027346744,0.3685262100579771,0.01,0.01,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25037983228315797,0.01,0.01,0.01,0.01,0.01,0.14721859429370024,0.01,0.01,0.10732095686204426,0.3244997250704237,0.01,0.01,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.01,0.01,0.01,0.01,0.01,0.01,0.15746669159587492,0.01,0.01,0.01,0.01,0.13168644344139743,0.01,0.01,0.01,0.01,0.11654480657663822,0.06304943759433856,0.01,0.01,0.01,0.23131705104047215,0.01,0.01,0.01,0.01
387,Kettering,-0.7302489999999999,52.39632,0.01,0.01,0.01,0.2389289698986048,0.01,0.01,0.1571205580075704,0.01,0.01,0.01,0.01,0.13139697989992824,0.01,0.01,0.01,0.01,0.23257724533989813,0.01,0.01,0.01,0.01,0.32193456612644455,0.01,0.01,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.01,0.01,0.01,0.2026599510197604,0.01,0.01,0.13326991898954912,0.1565228806791502,0.01,0.01,0.01,0.07960795513964103,0.01,0.01,0.01,0.01,0.32878734827289413,0.14229622156502222,0.01,0.01,0.01,0.2722926724327531,0.01,0.01,0.01,0.01
389,Corby,-0.6842333,52.4923,0.01,0.01,0.01,0.23001291546917899,0.01,0.01,0.15125732824614066,0.01,0.01,0.01,0.01,0.12649367066477313,0.01,0.01,0.01,0.01,0.22389821667553622,0.01,0.01,0.01,0.01,0.3081781874237175,0.01,0.01,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.01,0.01,0.01,0.01,0.01,0.01,0.18239283445663407,0.01,0.01,0.01,0.01,0.08716097373720562,0.01,0.01,0.01,0.01,0.1349932281723526,0.07302982745708343,0.01,0.01,0.01,0.30126151282279334,0.01,0.01,0.01,0.01
391,Scunthorpe,-0.654413,53.58865,0.01,0.01,0.01,0.01,0.01,0.01,0.05269719087045154,0.7117557491920334,0.01,0.01,0.01,0.26022092025524546,0.3856759776986971,0.2497364740902761,0.01,0.01,0.16901053293520152,0.06564406639168158,0.01,0.01,0.023499683564901033,0.18121639988862615,0.049645853099706226,0.6113656760103997,0.01,0.01
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.01,0.43211702172877914,0.5847361580343224,0.01,0.01,0.08343557385600739,0.01,0.01,0.01,0.10750341411997522,0.24956392763320734,0.15613526386652285,0.01,0.01,0.01,0.18962990810628413,0.01,0.01,0.01,0.2372627963489803,0.01,0.01,0.01,0.01
393,Whitby,-0.613347,54.486340000000006,0.01,0.01,0.01,0.16941871237449127,0.01,0.33163526274396593,0.01,0.06542462676344935,0.01,0.01,0.01359498664180987,0.13931192594431197,0.4044289660654895,0.01,0.01,0.01,0.21988647646060752,0.14869515995841934,0.01,0.01,0.01,0.18159667698844847,0.01,0.01,0.01,0.01
394,Slough,-0.5950406,51.51054,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25137539752133764,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12042388849538663,0.38155338341535233,0.01,0.01,0.01,0.01
395,Guildford,-0.570409,51.23622,0.01,0.01,0.01,0.01,0.01,0.01,0.25046586170972146,0.01,0.01,0.01,0.01,0.23938274175719482,0.01,0.01,0.01,0.01,0.01,0.10028616898966494,0.01,0.01,0.030461526230936408,0.3569320486209838,0.01,0.12819600084648192,0.01,0.01
396,Woking,-0.5600349,51.31677,0.01,0.01,0.01,0.01,0.01,0.01,0.28923438335532,0.01,0.01,0.01,0.01,0.32826746245656047,0.01,0.01,0.01,0.01,0.01,0.11580902589129058,0.01,0.01,0.03517653342185926,0.4194090212289809,0.01,0.14803889839206166,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.01,0.01,0.01,0.6020193523164596,0.01,0.01,0.01,0.5812063614421704,0.01,0.01,0.01,0.21283424112823887,0.5794815853130783,0.24471613339127193,0.01,0.01,0.19533839600408298,0.26418971879711955,0.01,0.01,0.032098633091989744,0.2926208838772352,0.01,0.27017137964346793,0.01,0.01
398,Bedford,-0.46677820000000003,52.13864,0.01,0.01,0.01,0.2618153448750747,0.01,0.01,0.1721707205895846,0.20221110179709906,0.01,0.01,0.01,0.26739727372987293,0.01,0.01,0.01,0.01,0.2548552050570162,0.2757476342160008,0.7752728567035885,0.01,0.01,0.3246030623296978,0.01,0.01,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2837146848009127,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1155288933938195,0.48233505316552844,0.01,0.01,0.01,0.01
400,Driffield,-0.443377,54.006,0.01,0.01,0.01,0.14647573127190602,0.01,0.01,0.03502653641852197,0.5296513806462281,0.01,0.01,0.02493257634100232,0.26885903843579306,0.4255399176607779,0.12629958278497433,0.01,0.01,0.017282641968667144,0.06934372708790491,0.01,0.01,0.015619666031786245,0.09641911805233545,0.03299838668631013,0.1434211190449615,0.01,0.01
401,Beverley,-0.435093,53.84196,0.01,0.01,0.01,0.2222742518295818,0.01,0.01,0.053152130451946236,0.7179004004972594,0.01,0.01,0.01,0.2973925332820851,0.6457490671003252,0.2518924714998135,0.01,0.01,0.1704696160447881,0.06621077751230389,0.01,0.01,0.023702558443612423,0.17625592012125293,0.050074450208186856,0.41714129512313614,0.01,0.01
402,Luton,-0.4200255,51.87867,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20653626250477655,0.01,0.01,0.01,0.2100897945403406,0.01,0.01,0.01,0.01,0.1735375955039231,0.2816457037986798,0.791855426442553,0.01,0.08554876909570869,0.3617180749391351,0.01,0.01,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.01,0.21462929270064107,0.01,0.05480015184816718,0.0513240020854056,0.4445577832919307,0.01,0.01,0.025051497529730394,0.28379154767123377,0.5574289073544404,0.0105751657407402,0.01,0.01,0.16460643919609122,0.25230902051338644,0.01,0.01,0.01,0.20359754399869898,0.04835217638611919,0.21015340269448834,0.01,0.01
404,Worthing,-0.372882,50.81787,0.01,0.01,0.01,0.01,0.01,0.01,0.2312779714542701,0.01,0.01,0.01,0.01,0.06907622501599751,0.01,0.01,0.01,0.01,0.1711742683334347,0.01,0.01,0.01,0.01,0.4191883626057632,0.01,0.01,0.01,0.01
405,Dorking,-0.332378,51.2322,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.041294989305098034,0.01,0.01,0.01,0.01,0.01,0.09226654929061856,0.01,0.01,0.01,0.39564925247250926,0.01,0.11794450570926751,0.01,0.01
406,Hull,-0.3274198,53.767619999999994,0.01,0.01,0.01,0.30961711635154643,0.01,0.01,0.07403830728486846,1.0,0.01,0.01,0.011293268744761683,0.41425319316731646,0.8994967361113628,0.2669692260876761,0.01,0.01,0.23745580295917224,0.09222836129697443,0.01,0.01,0.03301649981974471,0.27351858578768856,0.06975124985792233,0.5810573372492895,0.01,0.01
407,Horsham,-0.325858,51.06288,0.01,0.01,0.01,0.01,0.01,0.01,0.18947911310457277,0.01,0.01,0.01,0.01,0.05659208260249207,0.01,0.01,0.01,0.01,0.01,0.07586716527821137,0.01,0.01,0.01,0.30804484812661576,0.01,0.09698114188835028,0.01,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.01,0.01,0.01,0.01,0.01,0.11567786278858286,0.13586135905054716,0.01,0.01,0.01,0.20729834851721146,0.01,0.01,0.01,0.01,0.17123181770155824,0.18526899861883095,0.5208894220478488,0.01,0.01,0.20276950753375775,0.01,0.01,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.01,0.01,0.01,0.883050646240505,0.01,0.01,0.19356577025818414,0.01,0.01,0.01,0.01,0.16187542831093615,0.01,0.1595347310164549,0.01,0.01,0.4775419434368009,0.01,0.01,0.01,0.01,0.36156939849753383,0.01,0.01,0.01,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25231541502683386,0.01,0.01,0.01,0.30798791552255905,0.01,0.01,0.01,0.01,0.21200253118417176,0.3440730057892141,0.9673716767266599,0.01,0.10451081528077578,0.4420628204859415,0.01,0.01,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.01,0.16960935656937964,0.01,0.04330545182309206,0.04055844782758836,0.6133018015846587,0.01,0.01,0.019796777614336722,0.27756450195446647,0.5711122151861477,0.14624669073250937,0.01,0.01,0.020012173748313024,0.08029551947871404,0.01,0.01,0.018086555926196516,0.12290003635628878,0.03820998253494376,0.1660723145632928,0.01,0.01
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1837725363927276,0.01,0.01,0.01,0.22432129407499887,0.01,0.01,0.01,0.01,0.15441087051003255,0.25060366990034616,0.7045798079663005,0.01,0.07611987401791288,0.30928673495135567,0.01,0.01,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11477395915962114,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37070609852901043,0.01,0.10927038506285815,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.01,0.01,0.01,0.184144636150878,0.01,0.01,0.12109418088399511,0.1422227172508249,0.01,0.01,0.01,0.11573576410021838,0.01,0.01,0.01,0.01,0.29874883960709697,0.1292958269603171,0.01,0.01,0.01,0.22879956263716777,0.01,0.01,0.01,0.01
415,Hove,-0.168749,50.82793,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03453126543085477,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35744606254862804,0.01,0.01,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.01,0.01,0.01,0.618930317180804,0.01,0.01,0.13567027450950436,0.07967102057101821,0.01,0.01,0.01,0.16208358456676158,0.01,0.11181791451005395,0.01,0.01,0.2008255260804763,0.108644364737393,0.01,0.01,0.01,0.22337868067224478,0.01,0.01,0.01,0.01
417,Brighton,-0.137163,50.82253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.055222397893882426,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59961248177838,0.01,0.01,0.01,0.01
418,London,-0.12775830000000002,51.50735,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5276500768808043,0.01,0.01,1.0,0.01,0.01,0.23578865870408075,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.056444906363264484,0.7623743496199618,0.01,0.01,0.01,0.2787272952305662,0.41310445752754604,0.3314639398253928,0.01,0.01,0.18103021334448474,0.07031253696029574,0.01,0.01,0.025170932576805458,0.204782926656027,0.053176563745613,0.44298320957733395,0.01,0.01
420,Boston,-0.026576999999999996,52.97894,0.01,0.01,0.01,0.5088507535091124,0.01,0.01,0.1673110514138438,0.4912587840011401,0.01,0.01,0.01,0.19988442603829015,0.29388056067959684,0.20684383050617858,0.01,0.01,0.24766169332773727,0.1339822076731255,0.01,0.01,0.01,0.2625760452902831,0.01,0.01,0.01,0.01
