,placename,emself,emselfs,emsels,emselves,emsens,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens,theyselves,theysens,longitude,latitude
448,Faversham,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.01,0.01,0.01,0.01,0.08333333333333334,0.01,0.01,0.01,0.01,0.0999999964,0.01,0.01,0.01,0.01,0.9368632793085476,0.01,0.01,0.01,0.01,0.889358,51.31599
449,Colchester,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.01,0.0996763715413454,0.01,0.01,0.01,0.13888889,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.016666666,0.8737267101451032,0.01,0.01,0.01,0.01,0.891874,51.89593
450,New Romney,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.055555556666666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9747452814178172,0.01,0.01,0.01,0.01,0.939473,50.98512
451,Canterbury,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.01,0.01,0.01,0.01,0.08333333333333334,0.01,0.01,0.01,0.01,0.0999999964,0.01,0.01,0.01,0.01,0.9368632793085476,0.01,0.01,0.01,0.01,1.0789089,51.28023
452,Ipswich,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.01,0.0996763715413454,0.01,0.01,0.01,0.02777777666666667,0.01,0.01,0.01,0.01,0.2000000048,0.15000000315,0.01,0.01,0.05,0.8737267101451032,0.01,0.01,0.01,0.01,1.14822,52.05674000000001
453,Clacton,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.01,0.0996763715413454,0.01,0.01,0.01,0.19444444333333336,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.016666666,0.8484719915629204,0.01,0.01,0.01,0.01,1.153035,51.78953
454,Folkestone,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11111111,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.949490714363643,0.01,0.01,0.01,0.01,1.169456,51.0814
455,Sheringham,0.01,0.9491525575593228,0.01,0.01,0.01,0.01,0.2033898223728814,0.4054632214747504,0.01,0.01,0.01,0.056497176666666676,0.01,0.14882182668407626,0.01,0.01,0.7118644108474577,0.07627118407627118,0.01,0.01,0.050847458,0.7046487277708411,0.01,0.01,0.01,0.01,1.2109589,52.94442
456,Harwich,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.01,0.0996763715413454,0.01,0.01,0.01,0.13888889,0.01,0.01,0.01,0.01,0.2000000048,0.15000000315,0.01,0.01,0.016666666,0.8484719915629204,0.01,0.01,0.01,0.01,1.260297,51.93473
457,Norwich,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.19999999040000005,0.01,0.01,0.01,0.01,0.02777777666666667,0.01,0.01,0.01,0.01,0.6999999988000001,0.07499999707499999,0.01,0.01,0.05,0.8232172729807379,0.01,0.01,0.01,0.01,1.297355,52.63089
458,Cromer,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.19999999040000005,0.39870549812654665,0.01,0.01,0.01,0.02777777666666667,0.01,0.14634146180844734,0.01,0.01,0.6999999988000001,0.07499999707499999,0.01,0.01,0.05,0.7221987017080236,0.01,0.01,0.01,0.01,1.301866,52.93145
459,Dover,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11111111,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.949490714363643,0.01,0.01,0.01,0.01,1.3134027,51.12788
460,Felixstowe,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.01,0.0996763715413454,0.01,0.01,0.01,0.02777777666666667,0.01,0.01,0.01,0.01,0.2000000048,0.15000000315,0.01,0.01,0.05,0.8737267101451032,0.01,0.01,0.01,0.01,1.351255,51.96173
461,Margate,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22222222333333333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8989812771992775,0.01,0.01,0.01,0.01,1.3868339,51.38965
462,Ramsgate,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11111111,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.949490714363643,0.01,0.01,0.01,0.01,1.419895,51.33555
463,Great Yarmouth,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.055555556666666665,0.01,0.01,0.01,0.01,0.6999999988000001,0.15000000315,0.01,0.01,0.05,0.7853352708714678,0.01,0.01,0.01,0.01,1.728047,52.59823000000001
464,Lowestoft,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.055555556666666665,0.01,0.01,0.01,0.01,0.6999999988000001,0.15000000315,0.01,0.01,0.05,0.7853352708714678,0.01,0.01,0.01,0.01,1.7534490000000005,52.48114
465,Swaffham,0.01,0.9491525575593228,0.01,0.01,0.01,0.01,0.2033898223728814,0.01,0.01,0.01,0.01,0.16949152666666667,0.01,0.01,0.01,0.01,0.7118644108474577,0.07627118407627118,0.01,0.01,0.050847458,0.7560142981828759,0.01,0.01,0.01,0.01,0.687481,52.64747
466,Dereham,0.01,0.9491525575593228,0.01,0.01,0.01,0.01,0.2033898223728814,0.01,0.01,0.01,0.01,0.16949152666666667,0.01,0.01,0.01,0.01,0.7118644108474577,0.07627118407627118,0.01,0.01,0.050847458,0.7560142981828759,0.01,0.01,0.01,0.01,0.937827,52.68162
467,Ely,0.01,0.9739130707478274,0.01,0.25652173464130434,0.01,0.01,0.2086956463304348,0.01,0.01,0.01,0.01,0.20289855,0.01,0.01,0.01,0.01,0.313043485252174,0.07826086807826088,0.01,0.01,0.017391304,0.7891784757494575,0.01,0.01,0.01,0.01,0.262363,52.39954
468,March,0.01,0.01,0.01,0.26339285990848216,0.01,0.01,0.2142857022857144,0.01,0.01,0.01,0.01,0.2083333333333333,0.01,0.15679442618849326,0.01,0.01,0.3214285692857143,0.01,0.01,0.01,0.01,0.7700021516977198,0.01,0.01,0.01,0.01,0.088622,52.55172
469,St Neots,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.19999999040000005,0.19935275504385586,0.01,0.01,0.01,0.3055555566666667,0.01,0.01,0.01,0.01,0.30000000120000003,0.2999999973,1.0,0.01,0.01,0.6843166995987537,0.01,0.01,0.01,0.01,-0.26510300000000003,52.23008
470,Banham,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.19999999040000005,0.01,0.01,0.01,0.01,0.13888889,0.01,0.01,0.01,0.01,0.6999999988000001,0.07499999707499999,0.01,0.01,0.05,0.7727079873443805,0.01,0.01,0.01,0.01,1.0402849,52.45125
471,Holt,0.01,0.9491525575593228,0.01,0.01,0.01,0.01,0.2033898223728814,0.4054632214747504,0.01,0.01,0.01,0.056497176666666676,0.01,0.14882182668407626,0.01,0.01,0.7118644108474577,0.07627118407627118,0.01,0.01,0.050847458,0.7046487277708411,0.01,0.01,0.01,0.01,1.086747,52.90936
472,Cromer,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.19999999040000005,0.39870549812654665,0.01,0.01,0.01,0.02777777666666667,0.01,0.14634146180844734,0.01,0.01,0.6999999988000001,0.07499999707499999,0.01,0.01,0.05,0.7221987017080236,0.01,0.01,0.01,0.01,1.301866,52.93145
473,Hunstanton,0.01,0.01,0.01,0.01,0.01,0.01,0.2142857022857144,0.4271844699677632,0.01,0.01,0.01,0.2083333333333333,0.01,0.15679442618849326,0.01,0.01,0.7500000029999999,0.01,0.01,0.01,0.01,0.6888264761858582,0.01,0.01,0.01,0.01,0.491032,52.93891
474,Horncastle,0.01,0.01,0.01,0.5267857198169643,0.01,0.01,0.07792207137662342,1.0,0.01,0.01,0.01579501456044321,0.4374098133333334,0.2432875431290287,0.2494456768298091,0.01,0.01,0.25324675301298705,0.2167207832167208,0.01,0.01,0.023809524,0.3510041761119125,0.0941075087476352,0.29220779323051943,0.01,0.01,-0.11245,53.20731
475,Market Weighton,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.07272727141818182,0.4349514525016872,0.01,0.01,0.06879606795935984,0.6767676766666667,0.6730952897833979,0.3059866972624519,0.01,0.01,0.2363636409454546,0.4272727234272728,0.01,0.01,0.022222222000000003,0.188024135381184,0.08783368062814917,0.5227272763068181,0.01,0.01,-0.6677465,53.86484
476,Hawes,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.2658036654176978,1.0,0.01,0.5,0.33333333333333337,0.1784107900287484,0.01,0.01,0.2325581422606815,0.2333333289333333,0.01,0.01,0.01,0.022222222000000003,0.5117431175978567,0.3220568289698804,0.01,0.01,0.01,-2.1968695,54.30383000000001
477,Reeth,0.01,0.01,0.01,0.01,0.01,0.7142857096938776,0.01,0.1329018327088489,0.01,0.01,0.21621621358655954,0.27777777666666664,0.1784107900287484,0.01,0.01,0.2325581422606815,0.5333333301333334,0.2999999973,0.01,0.01,0.022222222000000003,0.5285795461433092,0.01,0.01,0.01,0.01,-1.9428115,54.38946
478,Aysgarth,0.01,0.01,0.01,0.01,0.01,0.1785714274234694,0.01,0.2658036654176978,0.01,0.01,0.4594594563038714,0.48148148,0.1784107900287484,0.07317073309934563,0.01,0.2325581422606815,0.5333333301333334,0.01,0.01,0.01,0.022222222000000003,0.4023062562884123,0.3220568289698804,0.01,0.01,0.01,-1.9967434,54.29159
479,Stanhope,0.01,0.01,0.01,0.01,0.01,0.8928571531887756,0.7999999856000001,0.29902912658520125,0.01,0.01,0.6756756747552958,0.18518518666666667,0.1784107900287484,0.01,0.01,0.5813953472796107,0.0999999964,0.050000004050000005,0.01,0.01,0.116666666,0.3012875334876899,0.01,0.01,0.01,0.01,-2.011302,54.74946
480,Keswick,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.19999999040000005,0.1329018327088489,1.0,0.01,0.5135135145653761,0.21296296333333334,0.01,0.01,0.01,0.5116279079502434,0.2333333289333333,0.01,0.01,0.01,0.261111112,0.35600596414241203,0.01,0.01,0.01,0.01,-3.134706,54.60128
481,Oxenholme,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.19999999040000005,0.01,1.0,0.01,0.7027026990211833,0.21296296333333334,0.01,0.01,0.01,0.41860465272038944,0.2333333289333333,0.01,0.01,0.01,0.13888888800000002,0.42335167832422144,0.01,0.01,0.01,0.01,-2.7243328,54.30134
